Country Code,Country Name,Year,Population,Total Affected,Prevalence Rate %,Drug OD Deaths,Opioid Deaths,Alcohol Deaths,Treatment Centers,Treatment Gap %,Economic Cost (B),Primary Source,Verified
GNB,Guinea-Bissau,2021,2060000,66973,3.25,28,17,1386,10,100.0,1.5,WHO AFRO Health Statistics 2024,NO
GNB,Guinea-Bissau,2022,2060000,41845,2.03,17,10,866,10,72.5,0.9,WHO AFRO Health Statistics 2024,NO
GNB,Guinea-Bissau,2023,2060000,58821,2.86,24,14,1218,10,98.7,1.2,WHO AFRO Health Statistics 2024,NO
GNB,Guinea-Bissau,2024,2060000,46252,2.25,19,11,957,10,75.8,0.9,WHO AFRO Health Statistics 2024,NO
GNB,Guinea-Bissau,2025,2060000,45489,2.21,19,11,942,10,72.6,0.9,WHO AFRO Health Statistics 2024,NO
GNQ,Equatorial Guinea,2019,1670000,46210,2.77,19,11,956,10,100,1.1,WHO AFRO Health Statistics 2024,NO
GNQ,Equatorial Guinea,2020,1670000,48525,2.91,20,12,1004,10,100,1.1,WHO AFRO Health Statistics 2024,NO
GNQ,Equatorial Guinea,2021,1670000,43608,2.61,18,11,902,10,95.3,0.9,WHO AFRO Health Statistics 2024,NO
GNQ,Equatorial Guinea,2022,1670000,34698,2.08,14,8,718,10,74.1,0.7,WHO AFRO Health Statistics 2024,NO
GNQ,Equatorial Guinea,2023,1670000,39730,2.38,16,9,822,10,82.4,0.8,WHO AFRO Health Statistics 2024,NO
GNQ,Equatorial Guinea,2024,1670000,42391,2.54,17,10,878,10,85.6,0.9,WHO AFRO Health Statistics 2024,NO
GNQ,Equatorial Guinea,2025,1670000,54907,3.29,23,13,1137,10,98.0,1.1,WHO AFRO Health Statistics 2024,NO
GRC,Greece,2019,10640000,263469,2.48,165,99,6398,21,63.3,6.0,EMCDDA European Drug Report 2024,NO
GRC,Greece,2020,10640000,362480,3.41,227,136,8802,21,83.6,8.1,EMCDDA European Drug Report 2024,NO
GRC,Greece,2021,10640000,324707,3.05,203,121,7885,21,73.1,7.1,EMCDDA European Drug Report 2024,NO
GRC,Greece,2022,10640000,273778,2.57,172,103,6648,21,60.2,5.8,EMCDDA European Drug Report 2024,NO
GRC,Greece,2023,10640000,441250,4.15,276,165,10715,21,93.6,9.2,EMCDDA European Drug Report 2024,NO
GRC,Greece,2024,10640000,470391,4.42,294,176,11422,21,97.2,9.6,EMCDDA European Drug Report 2024,NO
GRC,Greece,2025,10640000,334495,3.14,210,126,8123,21,67.4,6.7,EMCDDA European Drug Report 2024,NO
GRD,Grenada,2019,125000,7987,6.39,16,10,88,10,75.6,0.2,PAHO/WHO Americas Report 2024,NO
GRD,Grenada,2020,125000,10309,8.25,21,12,115,10,94.1,0.2,PAHO/WHO Americas Report 2024,NO
GRD,Grenada,2021,125000,7618,6.09,15,9,84,10,68.2,0.2,PAHO/WHO Americas Report 2024,NO
GRD,Grenada,2022,125000,11143,8.92,23,14,124,10,96.3,0.2,PAHO/WHO Americas Report 2024,NO
GRD,Grenada,2023,125000,11871,9.5,24,14,132,10,99.0,0.2,PAHO/WHO Americas Report 2024,NO
GRD,Grenada,2024,125000,10350,8.28,21,12,115,10,85.0,0.2,PAHO/WHO Americas Report 2024,NO
GRD,Grenada,2025,125000,8068,6.45,17,10,90,10,64.5,0.2,PAHO/WHO Americas Report 2024,NO
GTM,Guatemala,2019,17610000,1031058,5.85,2183,1309,11522,35,69.5,23.4,PAHO/WHO Americas Report 2024,NO
GTM,Guatemala,2020,17610000,1424146,8.09,3015,1809,15916,35,92.4,31.6,PAHO/WHO Americas Report 2024,NO
GTM,Guatemala,2021,17610000,1420163,8.06,3006,1803,15871,35,89.7,30.9,PAHO/WHO Americas Report 2024,NO
GTM,Guatemala,2022,17610000,1183848,6.72,2506,1503,13230,35,73.0,25.2,PAHO/WHO Americas Report 2024,NO
GTM,Guatemala,2023,17610000,1738332,9.87,3680,2208,19427,35,99.0,36.2,PAHO/WHO Americas Report 2024,NO
GTM,Guatemala,2024,17610000,1221011,6.93,2585,1551,13646,35,71.3,24.9,PAHO/WHO Americas Report 2024,NO
GTM,Guatemala,2025,17610000,1880081,10.68,3981,2388,21012,35,98.0,37.6,PAHO/WHO Americas Report 2024,NO
GUY,Guyana,2019,808000,29075,3.6,16,10,498,10,87.7,0.7,OAS/CICAD Report 2024,NO
GUY,Guyana,2020,808000,34882,4.32,20,12,597,10,100,0.8,OAS/CICAD Report 2024,NO
GUY,Guyana,2021,808000,22701,2.81,12,7,389,10,65.3,0.5,OAS/CICAD Report 2024,NO
GUY,Guyana,2022,808000,38413,4.75,22,13,658,10,99.5,0.8,OAS/CICAD Report 2024,NO
GUY,Guyana,2023,808000,27634,3.42,16,9,473,10,74.8,0.6,OAS/CICAD Report 2024,NO
GUY,Guyana,2024,808000,29412,3.64,16,9,503,10,77.4,0.6,OAS/CICAD Report 2024,NO
GUY,Guyana,2025,808000,42360,5.24,25,15,726,10,98.0,0.8,OAS/CICAD Report 2024,NO
HND,Honduras,2019,10430000,561604,5.38,1188,713,6276,20,64.2,12.8,PAHO/WHO Americas Report 2024,NO
HND,Honduras,2020,10430000,899354,8.62,1904,1142,10051,20,98.3,20.0,PAHO/WHO Americas Report 2024,NO
HND,Honduras,2021,10430000,1040378,9.97,2202,1321,11626,20,100.0,22.6,PAHO/WHO Americas Report 2024,NO
HND,Honduras,2022,10430000,645353,6.19,1365,819,7212,20,67.3,13.7,PAHO/WHO Americas Report 2024,NO
HND,Honduras,2023,10430000,995830,9.55,2108,1264,11129,20,99.0,20.7,PAHO/WHO Americas Report 2024,NO
HND,Honduras,2024,10430000,995174,9.54,2107,1264,11122,20,97.9,20.3,PAHO/WHO Americas Report 2024,NO
HND,Honduras,2025,10430000,836899,8.02,1772,1063,9353,20,80.2,16.7,PAHO/WHO Americas Report 2024,NO
HRV,Croatia,2019,3860000,134592,3.49,84,50,3268,10,87.9,3.1,EMCDDA European Drug Report 2024,NO
HRV,Croatia,2020,3860000,116901,3.03,72,43,2838,10,74.6,2.6,EMCDDA European Drug Report 2024,NO
HRV,Croatia,2021,3860000,112123,2.9,69,41,2722,10,69.7,2.4,EMCDDA European Drug Report 2024,NO
HRV,Croatia,2022,3860000,107559,2.79,66,40,2611,10,65.0,2.3,EMCDDA European Drug Report 2024,NO
HRV,Croatia,2023,3860000,136138,3.53,85,51,3305,10,79.7,2.8,EMCDDA European Drug Report 2024,NO
HRV,Croatia,2024,3860000,124933,3.24,78,47,3034,10,71.3,2.5,EMCDDA European Drug Report 2024,NO
HRV,Croatia,2025,3860000,156131,4.04,98,58,3791,10,86.7,3.1,EMCDDA European Drug Report 2024,NO
HTI,Haiti,2019,11580000,1048830,9.06,2220,1332,11721,23,100,23.8,PAHO/WHO Americas Report 2024,NO
HTI,Haiti,2020,11580000,1085868,9.38,2298,1379,12135,23,100,24.1,PAHO/WHO Americas Report 2024,NO
HTI,Haiti,2021,11580000,1055922,9.12,2235,1341,11800,23,100.0,23.0,PAHO/WHO Americas Report 2024,NO
HTI,Haiti,2022,11580000,1119299,9.67,2369,1421,12509,23,99.5,23.8,PAHO/WHO Americas Report 2024,NO
HTI,Haiti,2023,11580000,1181202,10.2,2500,1500,13200,23,99.0,24.6,PAHO/WHO Americas Report 2024,NO
HTI,Haiti,2024,11580000,774064,6.68,1638,983,8650,23,68.7,15.8,PAHO/WHO Americas Report 2024,NO
HTI,Haiti,2025,11580000,798445,6.9,1690,1014,8923,23,69.0,16.0,PAHO/WHO Americas Report 2024,NO
HUN,Hungary,2019,9600000,339260,3.53,212,127,8238,19,89.1,7.7,EMCDDA European Drug Report 2024,NO
HUN,Hungary,2020,9600000,262921,2.74,164,98,6384,19,67.7,5.8,EMCDDA European Drug Report 2024,NO
HUN,Hungary,2021,9600000,253876,2.64,159,95,6164,19,63.6,5.5,EMCDDA European Drug Report 2024,NO
HUN,Hungary,2022,9600000,298867,3.11,187,112,7257,19,72.5,6.4,EMCDDA European Drug Report 2024,NO
HUN,Hungary,2023,9600000,320218,3.34,200,120,7776,19,75.5,6.7,EMCDDA European Drug Report 2024,NO
HUN,Hungary,2024,9600000,417375,4.35,261,156,10136,19,95.6,8.5,EMCDDA European Drug Report 2024,NO
HUN,Hungary,2025,9600000,337386,3.51,212,127,8193,19,75.3,6.7,EMCDDA European Drug Report 2024,NO
IDN,Indonesia,2019,275500000,4793703,1.74,1826,1095,102721,551,85.9,108.9,WHO SEARO/WPRO Reports 2024,NO
IDN,Indonesia,2020,275500000,5600196,2.03,2133,1279,120004,551,97.1,124.4,WHO SEARO/WPRO Reports 2024,NO
IDN,Indonesia,2021,275500000,5881975,2.14,2240,1344,126041,551,99.2,127.9,WHO SEARO/WPRO Reports 2024,NO
IDN,Indonesia,2022,275500000,4967022,1.8,1891,1134,106436,551,81.9,105.7,WHO SEARO/WPRO Reports 2024,NO
IDN,Indonesia,2023,275500000,7002908,2.54,2666,1600,150061,551,99.0,145.9,WHO SEARO/WPRO Reports 2024,NO
IDN,Indonesia,2024,275500000,5602712,2.03,2133,1280,120057,551,87.5,114.3,WHO SEARO/WPRO Reports 2024,NO
IDN,Indonesia,2025,275500000,5665549,2.06,2158,1294,121404,551,86.2,113.3,WHO SEARO/WPRO Reports 2024,NO
IND,India,2019,1417200000,27436992,1.94,15000,8000,2282258,5668,98.0,623.6,MoSJE India,YES
IND,India,2020,1417200000,28060560,1.98,16000,8500,2334128,5668,97.5,623.6,MoSJE India,YES
IND,India,2021,1417200000,28684128,2.02,17000,9000,2385997,5668,97.0,623.6,MoSJE India,YES
IND,India,2022,1417200000,29307696,2.07,18000,9500,2437867,5668,96.5,623.6,MoSJE India,YES
IND,India,2023,1417200000,29931264,2.11,8162,4897,2489736,5668,96.0,623.6,NIMHANS India 2024,NO
IND,India,2024,1417200000,30554832,2.16,8332,4999,2541606,5668,95.5,623.6,NIMHANS India 2024,NO
IND,India,2025,1417200000,31178400,2.2,8503,5101,2593476,5668,95.0,623.6,NIMHANS India 2024,NO
IRL,Ireland,2019,5030000,117022,2.33,440,376,2841,10,59.7,2.7,HRB Ireland,YES
IRL,Ireland,2020,5030000,139991,2.78,460,390,3399,10,68.8,3.1,HRB Ireland,YES
IRL,Ireland,2021,5030000,199200,3.96,480,410,4837,10,94.2,4.3,HRB Ireland,YES
IRL,Ireland,2022,5030000,190103,3.78,500,430,4616,10,87.7,4.0,HRB Ireland,YES
IRL,Ireland,2023,5030000,171198,3.4,107,64,4156,10,77.0,3.6,EMCDDA European Drug Report 2024,NO
IRL,Ireland,2024,5030000,150524,2.99,94,56,3655,10,65.9,3.1,EMCDDA European Drug Report 2024,NO
IRL,Ireland,2025,5030000,188203,3.74,118,70,4570,10,80.2,3.8,EMCDDA European Drug Report 2024,NO
IRN,Iran,2019,87920000,1555678,1.77,592,355,33335,175,87.3,35.4,WHO SEARO/WPRO Reports 2024,NO
IRN,Iran,2020,87920000,2004021,2.28,763,457,42942,175,100,44.5,WHO SEARO/WPRO Reports 2024,NO
IRN,Iran,2021,87920000,2131601,2.42,811,486,45677,175,100.0,46.3,WHO SEARO/WPRO Reports 2024,NO
IRN,Iran,2022,87920000,1665015,1.89,633,380,35678,175,85.9,35.4,WHO SEARO/WPRO Reports 2024,NO
IRN,Iran,2023,87920000,1263901,1.44,480,288,27083,175,63.8,26.3,WHO SEARO/WPRO Reports 2024,NO
IRN,Iran,2024,87920000,1637439,1.86,623,373,35087,175,80.1,33.4,WHO SEARO/WPRO Reports 2024,NO
IRN,Iran,2025,87920000,1485400,1.69,565,339,31830,175,70.8,29.7,WHO SEARO/WPRO Reports 2024,NO
IRQ,Iraq,2019,43530000,640501,1.47,243,146,13724,87,73.1,14.6,WHO SEARO/WPRO Reports 2024,NO
IRQ,Iraq,2020,43530000,944090,2.17,359,215,20230,87,100,21.0,WHO SEARO/WPRO Reports 2024,NO
IRQ,Iraq,2021,43530000,1016748,2.34,387,232,21787,87,100.0,22.1,WHO SEARO/WPRO Reports 2024,NO
IRQ,Iraq,2022,43530000,662018,1.52,251,151,14185,87,69.3,14.1,WHO SEARO/WPRO Reports 2024,NO
IRQ,Iraq,2023,43530000,956294,2.2,363,218,20491,87,96.9,19.9,WHO SEARO/WPRO Reports 2024,NO
IRQ,Iraq,2024,43530000,771064,1.77,293,175,16522,87,76.2,15.7,WHO SEARO/WPRO Reports 2024,NO
IRQ,Iraq,2025,43530000,795473,1.83,303,181,17045,87,76.6,15.9,WHO SEARO/WPRO Reports 2024,NO
ISL,Iceland,2019,376000,9639,2.56,5,3,234,10,65.4,0.2,EMCDDA European Drug Report 2024,NO
ISL,Iceland,2020,376000,9018,2.4,5,3,218,10,59.6,0.2,EMCDDA European Drug Report 2024,NO
ISL,Iceland,2021,376000,11670,3.1,6,3,283,10,74.3,0.3,EMCDDA European Drug Report 2024,NO
ISL,Iceland,2022,376000,10543,2.8,6,3,255,10,65.4,0.2,EMCDDA European Drug Report 2024,NO
ISL,Iceland,2023,376000,10685,2.84,5,3,259,10,64.4,0.2,EMCDDA European Drug Report 2024,NO
ISL,Iceland,2024,376000,13163,3.5,7,4,319,10,77.1,0.3,EMCDDA European Drug Report 2024,NO
ISL,Iceland,2025,376000,14309,3.81,8,4,347,10,81.6,0.3,EMCDDA European Drug Report 2024,NO
ISR,Israel,2019,9370000,145612,1.55,55,33,3119,18,77.0,3.3,WHO SEARO/WPRO Reports 2024,NO
ISR,Israel,2020,9370000,157036,1.68,59,35,3364,18,80.5,3.5,WHO SEARO/WPRO Reports 2024,NO
ISR,Israel,2021,9370000,180744,1.93,68,40,3872,18,89.9,3.9,WHO SEARO/WPRO Reports 2024,NO
ISR,Israel,2022,9370000,137461,1.47,51,31,2945,18,66.9,2.9,WHO SEARO/WPRO Reports 2024,NO
ISR,Israel,2023,9370000,133496,1.42,49,29,2859,18,63.2,2.8,WHO SEARO/WPRO Reports 2024,NO
ISR,Israel,2024,9370000,235549,2.51,89,53,5047,18,98.5,4.8,WHO SEARO/WPRO Reports 2024,NO
ISR,Israel,2025,9370000,201378,2.15,76,45,4315,18,90.1,4.0,WHO SEARO/WPRO Reports 2024,NO
ITA,Italy,2019,59110000,1560504,2.64,373,373,149287,472,74.0,35.5,DPA Italy,YES
ITA,Italy,2020,59110000,1595970,2.7,308,308,152680,472,73.5,35.5,DPA Italy,YES
ITA,Italy,2021,59110000,1631436,2.76,330,330,156073,472,73.0,35.5,DPA Italy,YES
ITA,Italy,2022,59110000,1666902,2.82,350,350,159466,472,72.5,35.5,DPA Italy,YES
ITA,Italy,2023,59110000,1702368,2.88,283,169,162859,472,72.0,35.5,DPA Italy 2024,NO
ITA,Italy,2024,59110000,1737834,2.94,289,173,166252,472,71.5,35.5,DPA Italy 2024,NO
ITA,Italy,2025,59110000,1773300,3.0,295,177,169645,472,71.0,35.5,DPA Italy 2024,NO
JAM,Jamaica,2019,2830000,196680,6.95,416,249,2197,10,82.0,4.5,PAHO/WHO Americas Report 2024,NO
JAM,Jamaica,2020,2830000,168104,5.94,355,213,1878,10,68.5,3.7,PAHO/WHO Americas Report 2024,NO
JAM,Jamaica,2021,2830000,231975,8.2,490,294,2592,10,91.1,5.0,PAHO/WHO Americas Report 2024,NO
JAM,Jamaica,2022,2830000,263492,9.31,557,334,2944,10,99.5,5.6,PAHO/WHO Americas Report 2024,NO
JAM,Jamaica,2023,2830000,278584,9.84,589,353,3113,10,99.0,5.8,PAHO/WHO Americas Report 2024,NO
JAM,Jamaica,2024,2830000,169060,5.97,357,214,1889,10,61.5,3.5,PAHO/WHO Americas Report 2024,NO
JAM,Jamaica,2025,2830000,271130,9.58,574,344,3030,10,95.8,5.4,PAHO/WHO Americas Report 2024,NO
JOR,Jordan,2019,11150000,152830,1.37,58,34,3274,22,68.3,3.5,WHO SEARO/WPRO Reports 2024,NO
JOR,Jordan,2020,11150000,235839,2.12,89,53,5053,22,100,5.2,WHO SEARO/WPRO Reports 2024,NO
JOR,Jordan,2021,11150000,152011,1.36,57,34,3256,22,64.1,3.3,WHO SEARO/WPRO Reports 2024,NO
JOR,Jordan,2022,11150000,175815,1.58,66,40,3766,22,71.8,3.7,WHO SEARO/WPRO Reports 2024,NO
JOR,Jordan,2023,11150000,257292,2.31,97,58,5513,22,99.0,5.4,WHO SEARO/WPRO Reports 2024,NO
JOR,Jordan,2024,11150000,272600,2.44,102,61,5840,22,98.5,5.6,WHO SEARO/WPRO Reports 2024,NO
JOR,Jordan,2025,11150000,281413,2.52,107,64,6030,22,98.0,5.6,WHO SEARO/WPRO Reports 2024,NO
JPN,Japan,2019,125700000,1050852,0.84,220,41,307512,1005,68.0,23.9,MHLW Vital Statistics,YES
JPN,Japan,2020,125700000,1074735,0.85,230,45,314501,1005,67.5,23.9,MHLW Vital Statistics,YES
JPN,Japan,2021,125700000,1098618,0.87,245,48,321490,1005,67.0,23.9,MHLW Vital Statistics,YES
JPN,Japan,2022,125700000,1122501,0.89,260,52,328479,1005,66.5,23.9,MHLW Vital Statistics,YES
JPN,Japan,2023,125700000,1146384,0.91,240,144,335468,1005,66.0,23.9,MHLW Japan 2024,NO
JPN,Japan,2024,125700000,1170267,0.93,245,147,342457,1005,65.5,23.9,MHLW Japan 2024,NO
JPN,Japan,2025,125700000,1194150,0.95,251,150,349446,1005,65.0,23.9,MHLW Japan 2024,NO
KAZ,Kazakhstan,2019,19400000,320928,1.65,121,72,6876,38,81.8,7.3,WHO SEARO/WPRO Reports 2024,NO
KAZ,Kazakhstan,2020,19400000,345714,1.78,131,78,7407,38,85.5,7.7,WHO SEARO/WPRO Reports 2024,NO
KAZ,Kazakhstan,2021,19400000,362477,1.87,138,82,7766,38,87.1,7.9,WHO SEARO/WPRO Reports 2024,NO
KAZ,Kazakhstan,2022,19400000,375375,1.93,142,85,8043,38,87.8,8.0,WHO SEARO/WPRO Reports 2024,NO
KAZ,Kazakhstan,2023,19400000,357015,1.84,135,81,7650,38,81.3,7.4,WHO SEARO/WPRO Reports 2024,NO
KAZ,Kazakhstan,2024,19400000,502630,2.59,191,114,10770,38,98.5,10.3,WHO SEARO/WPRO Reports 2024,NO
KAZ,Kazakhstan,2025,19400000,349143,1.8,133,79,7481,38,75.4,7.0,WHO SEARO/WPRO Reports 2024,NO
KEN,Kenya,2019,54030000,1695046,3.14,726,435,35111,108,100,38.5,WHO AFRO Health Statistics 2024,NO
KEN,Kenya,2020,54030000,1069730,1.98,458,274,22158,108,74.8,23.8,WHO AFRO Health Statistics 2024,NO
KEN,Kenya,2021,54030000,1159616,2.15,496,298,24020,108,78.7,25.2,WHO AFRO Health Statistics 2024,NO
KEN,Kenya,2022,54030000,1122255,2.08,480,288,23246,108,74.1,23.9,WHO AFRO Health Statistics 2024,NO
KEN,Kenya,2023,54030000,1738629,3.22,744,446,36014,108,99.0,36.2,WHO AFRO Health Statistics 2024,NO
KEN,Kenya,2024,54030000,1456188,2.7,623,373,30163,108,90.9,29.7,WHO AFRO Health Statistics 2024,NO
KEN,Kenya,2025,54030000,1592584,2.95,682,409,32989,108,96.8,31.9,WHO AFRO Health Statistics 2024,NO
KGZ,Kyrgyzstan,2019,6690000,152783,2.28,58,34,3273,13,100,3.5,WHO SEARO/WPRO Reports 2024,NO
KGZ,Kyrgyzstan,2020,6690000,127262,1.9,47,28,2727,13,91.1,2.8,WHO SEARO/WPRO Reports 2024,NO
KGZ,Kyrgyzstan,2021,6690000,105730,1.58,39,23,2265,13,74.0,2.3,WHO SEARO/WPRO Reports 2024,NO
KGZ,Kyrgyzstan,2022,6690000,158546,2.37,60,36,3397,13,99.5,3.4,WHO SEARO/WPRO Reports 2024,NO
KGZ,Kyrgyzstan,2023,6690000,168466,2.52,63,38,3609,13,99.0,3.5,WHO SEARO/WPRO Reports 2024,NO
KGZ,Kyrgyzstan,2024,6690000,159976,2.39,60,36,3428,13,98.5,3.3,WHO SEARO/WPRO Reports 2024,NO
KGZ,Kyrgyzstan,2025,6690000,142866,2.14,54,32,3061,13,89.5,2.9,WHO SEARO/WPRO Reports 2024,NO
KHM,Cambodia,2019,16720000,358836,2.15,136,81,7688,33,100,8.2,WHO SEARO/WPRO Reports 2024,NO
KHM,Cambodia,2020,16720000,389965,2.33,148,89,8355,33,100,8.7,WHO SEARO/WPRO Reports 2024,NO
KHM,Cambodia,2021,16720000,334865,2.0,126,76,7175,33,93.2,7.3,WHO SEARO/WPRO Reports 2024,NO
KHM,Cambodia,2022,16720000,342533,2.05,129,77,7339,33,92.8,7.3,WHO SEARO/WPRO Reports 2024,NO
KHM,Cambodia,2023,16720000,249721,1.49,95,57,5351,33,66.2,5.2,WHO SEARO/WPRO Reports 2024,NO
KHM,Cambodia,2024,16720000,419223,2.51,158,95,8982,33,98.5,8.6,WHO SEARO/WPRO Reports 2024,NO
KHM,Cambodia,2025,16720000,399271,2.39,152,91,8555,33,98.0,8.0,WHO SEARO/WPRO Reports 2024,NO
KIR,Kiribati,2019,128000,5493,4.29,5,3,73,10,68.6,0.1,AIHW/WHO WPRO 2024,NO
KIR,Kiribati,2020,128000,6392,4.99,6,3,85,10,77.1,0.1,AIHW/WHO WPRO 2024,NO
KIR,Kiribati,2021,128000,6321,4.94,6,3,84,10,74.2,0.1,AIHW/WHO WPRO 2024,NO
KIR,Kiribati,2022,128000,7558,5.91,8,5,101,10,86.0,0.2,AIHW/WHO WPRO 2024,NO
KIR,Kiribati,2023,128000,7210,5.63,7,4,96,10,79.9,0.2,AIHW/WHO WPRO 2024,NO
KIR,Kiribati,2024,128000,9325,7.29,9,5,124,10,98.5,0.2,AIHW/WHO WPRO 2024,NO
KIR,Kiribati,2025,128000,7051,5.51,7,4,94,10,74.1,0.1,AIHW/WHO WPRO 2024,NO
KNA,Saint Kitts and Nevis,2019,54000,4143,7.67,7,4,45,10,90.2,0.1,PAHO/WHO Americas Report 2024,NO
KNA,Saint Kitts and Nevis,2020,54000,4568,8.46,9,5,50,10,96.5,0.1,PAHO/WHO Americas Report 2024,NO
KNA,Saint Kitts and Nevis,2021,54000,4151,7.69,8,4,46,10,85.6,0.1,PAHO/WHO Americas Report 2024,NO
KNA,Saint Kitts and Nevis,2022,54000,4961,9.19,10,6,54,10,99.3,0.1,PAHO/WHO Americas Report 2024,NO
KNA,Saint Kitts and Nevis,2023,54000,5056,9.36,10,6,55,10,98.5,0.1,PAHO/WHO Americas Report 2024,NO
KNA,Saint Kitts and Nevis,2024,54000,3553,6.58,6,4,39,10,67.7,0.1,PAHO/WHO Americas Report 2024,NO
KNA,Saint Kitts and Nevis,2025,54000,4136,7.66,8,4,46,10,76.6,0.1,PAHO/WHO Americas Report 2024,NO
KOR,South Korea,2019,51780000,729062,1.41,182,109,78373,414,75.0,16.6,MOHW South Korea 2024,NO
KOR,South Korea,2020,51780000,745632,1.44,186,111,80154,414,74.5,16.6,MOHW South Korea 2024,NO
KOR,South Korea,2021,51780000,762201,1.47,190,114,81936,414,74.0,16.6,MOHW South Korea 2024,NO
KOR,South Korea,2022,51780000,778771,1.5,194,116,83717,414,73.5,16.6,MOHW South Korea 2024,NO
KOR,South Korea,2023,51780000,795340,1.54,198,119,85498,414,73.0,16.6,MOHW South Korea 2024,NO
KOR,South Korea,2024,51780000,811910,1.57,202,121,87279,414,72.5,16.6,MOHW South Korea 2024,NO
KOR,South Korea,2025,51780000,828480,1.6,207,124,89061,414,72.0,16.6,MOHW South Korea 2024,NO
KWT,Kuwait,2019,4310000,82971,1.93,30,18,1777,10,94.7,1.9,WHO SEARO/WPRO Reports 2024,NO
KWT,Kuwait,2020,4310000,72593,1.68,27,16,1555,10,80.9,1.6,WHO SEARO/WPRO Reports 2024,NO
KWT,Kuwait,2021,4310000,63220,1.47,23,14,1354,10,68.8,1.4,WHO SEARO/WPRO Reports 2024,NO
KWT,Kuwait,2022,4310000,102429,2.38,38,23,2194,10,99.5,2.2,WHO SEARO/WPRO Reports 2024,NO
KWT,Kuwait,2023,4310000,84163,1.95,31,19,1802,10,86.2,1.8,WHO SEARO/WPRO Reports 2024,NO
KWT,Kuwait,2024,4310000,78057,1.81,29,17,1671,10,77.9,1.6,WHO SEARO/WPRO Reports 2024,NO
KWT,Kuwait,2025,4310000,88982,2.06,33,19,1906,10,86.5,1.8,WHO SEARO/WPRO Reports 2024,NO
LAO,Laos,2019,7430000,145181,1.95,54,32,3110,14,96.0,3.3,WHO SEARO/WPRO Reports 2024,NO
LAO,Laos,2020,7430000,120703,1.62,45,27,2585,14,78.1,2.7,WHO SEARO/WPRO Reports 2024,NO
LAO,Laos,2021,7430000,166795,2.24,63,38,3573,14,100.0,3.6,WHO SEARO/WPRO Reports 2024,NO
LAO,Laos,2022,7430000,176762,2.38,66,40,3787,14,99.5,3.8,WHO SEARO/WPRO Reports 2024,NO
LAO,Laos,2023,7430000,173696,2.34,65,39,3721,14,99.0,3.6,WHO SEARO/WPRO Reports 2024,NO
LAO,Laos,2024,7430000,132113,1.78,49,29,2830,14,76.5,2.7,WHO SEARO/WPRO Reports 2024,NO
LAO,Laos,2025,7430000,183521,2.47,69,41,3932,14,98.0,3.7,WHO SEARO/WPRO Reports 2024,NO
LBN,Lebanon,2019,5490000,93500,1.7,35,21,2002,10,84.1,2.1,WHO SEARO/WPRO Reports 2024,NO
LBN,Lebanon,2020,5490000,98779,1.8,36,22,2115,10,86.3,2.2,WHO SEARO/WPRO Reports 2024,NO
LBN,Lebanon,2021,5490000,81260,1.48,30,18,1740,10,69.4,1.8,WHO SEARO/WPRO Reports 2024,NO
LBN,Lebanon,2022,5490000,114091,2.08,43,25,2444,10,94.1,2.4,WHO SEARO/WPRO Reports 2024,NO
LBN,Lebanon,2023,5490000,96768,1.76,36,21,2073,10,77.9,2.0,WHO SEARO/WPRO Reports 2024,NO
LBN,Lebanon,2024,5490000,131384,2.39,49,29,2814,10,98.5,2.7,WHO SEARO/WPRO Reports 2024,NO
LBN,Lebanon,2025,5490000,143364,2.61,54,32,3072,10,98.0,2.9,WHO SEARO/WPRO Reports 2024,NO
LBR,Liberia,2019,5300000,93006,1.75,39,23,1926,10,68.5,2.1,WHO AFRO Health Statistics 2024,NO
LBR,Liberia,2020,5300000,141431,2.67,60,36,2929,10,99.9,3.1,WHO AFRO Health Statistics 2024,NO
LBR,Liberia,2021,5300000,99612,1.88,42,25,2062,10,69.1,2.2,WHO AFRO Health Statistics 2024,NO
LBR,Liberia,2022,5300000,169084,3.19,72,43,3502,10,99.5,3.6,WHO AFRO Health Statistics 2024,NO
LBR,Liberia,2023,5300000,138608,2.62,58,35,2870,10,90.5,2.9,WHO AFRO Health Statistics 2024,NO
LBR,Liberia,2024,5300000,162762,3.07,69,41,3371,10,98.5,3.3,WHO AFRO Health Statistics 2024,NO
LBR,Liberia,2025,5300000,169441,3.2,72,43,3509,10,98.0,3.4,WHO AFRO Health Statistics 2024,NO
LBY,Libya,2019,6810000,148239,2.18,63,38,3070,13,84.3,3.4,WHO AFRO Health Statistics 2024,NO
LBY,Libya,2020,6810000,200260,2.94,85,51,4148,13,100,4.5,WHO AFRO Health Statistics 2024,NO
LBY,Libya,2021,6810000,210387,3.09,90,54,4357,13,100.0,4.6,WHO AFRO Health Statistics 2024,NO
LBY,Libya,2022,6810000,195785,2.87,83,50,4055,13,99.5,4.2,WHO AFRO Health Statistics 2024,NO
LBY,Libya,2023,6810000,193587,2.84,82,49,4009,13,98.3,4.0,WHO AFRO Health Statistics 2024,NO
LBY,Libya,2024,6810000,165567,2.43,70,42,3429,13,82.0,3.4,WHO AFRO Health Statistics 2024,NO
LBY,Libya,2025,6810000,189159,2.78,81,48,3918,13,91.3,3.8,WHO AFRO Health Statistics 2024,NO
LCA,Saint Lucia,2019,180000,10758,5.98,22,13,119,10,70.9,0.2,PAHO/WHO Americas Report 2024,NO
